iter	RMSE
188	2048.420832
189	2043.303124
190	2038.79586
191	2033.235561
192	2027.625815
193	2022.683794
194	2018.796796
195	2014.024034
196	2009.901126
197	2005.407967
198	2001.297302
199	1997.455129
200	1993.125801
201	1990.604407
202	1981.76224
203	1978.397118
204	1974.504097
205	1969.703215
206	1967.305045
207	1962.358331
208	1957.236516
209	1954.343069
210	1949.901716
211	1946.18311
212	1942.577695
213	1934.564242
214	1930.412352
215	1925.365021
216	1921.006435
217	1915.653341
218	1913.027923
219	1909.530962
220	1905.930497
221	1903.814868
222	1899.676044
223	1892.838993
224	1890.238988
225	1882.965319
226	1879.357552
227	1873.206529
228	1869.126331
229	1864.230905
230	1861.653063
231	1858.216212
232	1852.161516
233	1849.580767
234	1844.559454
235	1841.609697
236	1839.818068
237	1834.452092
238	1830.77209
239	1828.895012
240	1823.069658
241	1820.367182
242	1816.049299
243	1812.05292
244	1809.133137
245	1804.242019
246	1802.799419
247	1799.825766
248	1795.950575
249	1794.080708
250	1791.668526
251	1790.186973
252	1787.843668
253	1784.570698
254	1781.427474
255	1776.761085
256	1774.207955
257	1772.436306
258	1770.799609
259	1767.524768
260	1764.423015
261	1761.502716
262	1758.0772
263	1756.161744
264	1753.890427
265	1750.559437
266	1748.425567
267	1745.860488
268	1744.621753
269	1741.498371
270	1739.240264
271	1737.273672
272	1735.381163
273	1732.70743
274	1730.408726
275	1728.021689
276	1726.405518
277	1724.464307
278	1722.401555
279	1719.561626
280	1717.351552
281	1716.124706
282	1714.831962
283	1713.254494
284	1710.215028
285	1708.465651
286	1706.778303
287	1704.280972
288	1702.676616
289	1700.91778
290	1698.997542
291	1696.996094
292	1694.805201
293	1693.835879
294	1692.851976
295	1691.578972
296	1689.430002
297	1687.59564
298	1685.717016
299	1684.093968
300	1682.333108
301	1679.916863
302	1678.334527
303	1677.290535
304	1675.067726
305	1673.696502
306	1672.141582
307	1670.175602
308	1668.873597
309	1667.337897
310	1665.147116
311	1664.095555
312	1662.081874
313	1660.897661
314	1659.691487
315	1657.509711
316	1656.381406
317	1655.170583
318	1653.691431
319	1652.558344
320	1651.2539
321	1649.679453
322	1648.020405
323	1646.78969
324	1644.978665
325	1644.096761
326	1642.722918
327	1641.610583
328	1639.802011
329	1638.319335
330	1636.736879
331	1635.652378
332	1634.53858
333	1633.252731
334	1632.467873
335	1631.836183
336	1630.603518
337	1628.971625
338	1627.72839
339	1626.44952
340	1625.404724
341	1624.035204
342	1622.739574
343	1621.788412
344	1620.7181
345	1619.669325
346	1618.240076
347	1616.390954
348	1615.132173
349	1613.664269
350	1612.576501
351	1611.255978
352	1610.468633
353	1609.045886
354	1607.577238
355	1606.281538
356	1605.253503
357	1603.462285
358	1602.839624
359	1601.8143
360	1599.635845
361	1597.304781
362	1596.483993
363	1595.667556
364	1594.424369
365	1593.155822
366	1591.824359
367	1590.905159
368	1589.44169
369	1588.347843
370	1587.545026
371	1585.841306
372	1584.912297
373	1582.892194
374	1581.649833
375	1580.769523
376	1579.444254
377	1578.017698
378	1577.437156
379	1576.41389
380	1575.314361
381	1574.064427
382	1573.295143
383	1572.450155
384	1570.566047
385	1568.861291
386	1567.916266
387	1566.441002
388	1565.263715
389	1564.154769
390	1562.931338
391	1561.607132
392	1560.667164
393	1559.739467
394	1559.004132
395	1558.407634
396	1556.604636
397	1555.387929
398	1554.123299
399	1553.106373
400	1551.845956
401	1550.737603
402	1549.405972
403	1548.353861
404	1547.362705
405	1546.118249
406	1544.876235
407	1543.59324
408	1542.787928
409	1541.984462
410	1540.898879
411	1540.10235
412	1539.460463
413	1538.407623
414	1537.618253
415	1536.587436
416	1535.867651
417	1534.752013
418	1533.914048
419	1532.947726
420	1532.047834
421	1531.447444
422	1530.592705
423	1529.696511
424	1528.878937
425	1527.737568
426	1526.871731
427	1526.049626
428	1525.273211
429	1523.631066
430	1523.024846
431	1522.444603
432	1521.514365
433	1520.710551
434	1519.792239
435	1518.977593
436	1517.447498
437	1516.970812
438	1516.307761
439	1515.651737
440	1514.846988
441	1514.358141
442	1513.36449
443	1512.358649
444	1511.64064
445	1510.667339
446	1508.597846
447	1507.655918
448	1507.248879
449	1505.398427
450	1504.795618
451	1503.937871
452	1503.271443
453	1502.49886
454	1501.739152
455	1500.781621
456	1500.293669
457	1499.769092
458	1498.549759
459	1497.624474
460	1496.417973
461	1495.435484
462	1494.747215
463	1494.044486
464	1493.218746
465	1492.158541
466	1491.274675
467	1490.685402
468	1489.665864
469	1489.289031
470	1488.542368
471	1488.176905
472	1486.588768
473	1485.09288
474	1484.198658
475	1483.374635
476	1482.518145
477	1481.921479
478	1480.284851
479	1479.03281
480	1477.887997
481	1477.200712
482	1476.533143
483	1475.620948
484	1474.415601
485	1473.463413
486	1472.468976
487	1471.766872
488	1471.116409
489	1470.050084
490	1469.220024
491	1468.579977
492	1467.949627
493	1467.237213
494	1466.53985
495	1465.785363
496	1465.133413
497	1464.488864
498	1463.733176
499	1462.982006
500	1462.305415
501	1461.609326
502	1460.76775
503	1459.784205
504	1458.894908
505	1457.731756
506	1457.02259
507	1456.228702
508	1455.493434
509	1454.827958
510	1453.86033
511	1452.990675
512	1452.200744
513	1451.418793
514	1450.726714
515	1450.258663
516	1449.659484
517	1449.078915
518	1448.259231
519	1447.654223
520	1447.004544
521	1446.339817
522	1445.618114
523	1444.963482
524	1444.077272
525	1443.62792
526	1443.083109
527	1442.289496
528	1441.750038
529	1441.337746
530	1440.752643
531	1439.985505
532	1439.153226
533	1438.534636
534	1438.089616
535	1437.08737
536	1436.298865
537	1435.591411
538	1434.534724
539	1433.669937
540	1432.850268
541	1432.275479
542	1431.438011
543	1430.422499
544	1429.730204
545	1429.084999
546	1428.420566
547	1427.770439
548	1427.279965
549	1426.289764
550	1425.91476
551	1425.041679
552	1424.495348
553	1424.129034
554	1423.641789
555	1423.062649
556	1422.036886
557	1420.998491
558	1420.434535
559	1419.741422
560	1418.334792
561	1417.905093
562	1417.440389
563	1416.649038
564	1416.200208
565	1415.536118
566	1415.021441
567	1414.352022
568	1413.815699
569	1413.288207
570	1412.615767
571	1411.938642
572	1411.565669
573	1410.939995
574	1410.408498
575	1409.848002
576	1409.231668
577	1408.71274
578	1407.97345
579	1407.366834
580	1406.767708
581	1406.191763
582	1405.481224
583	1405.152368
584	1404.370119
585	1404.00166
586	1403.250232
587	1402.724045
588	1402.24804
589	1401.417246
590	1400.594792
591	1400.244936
592	1399.581333
593	1398.991967
594	1398.308332
595	1397.67126
596	1396.967098
597	1396.307718
598	1395.671593
599	1395.08226
600	1394.477358
601	1394.155019
602	1393.408879
603	1392.953613
604	1392.523228
605	1391.875482
606	1391.261639
607	1390.71394
608	1390.070802
609	1389.763682
610	1389.07694
611	1388.510068
612	1387.786383
613	1387.401575
614	1387.027749
615	1386.561508
616	1385.851008
617	1385.322884
618	1384.82878
619	1384.489132
620	1383.8583
621	1383.357148
622	1382.912499
623	1382.385318
624	1381.951991
625	1381.204964
626	1380.78227
627	1380.34408
628	1379.936555
629	1379.61146
630	1379.033865
631	1378.243009
632	1377.800969
633	1377.194944
634	1376.60703
635	1376.011791
636	1375.709881
637	1374.856517
638	1374.482383
639	1374.131741
640	1373.56688
641	1372.875989
642	1372.385334
643	1371.808801
644	1371.443539
645	1370.919725
646	1370.491572
647	1369.890445
648	1369.574823
649	1369.125836
650	1368.560284
651	1368.178383
652	1367.823479
653	1367.215728
654	1366.613381
655	1366.1831
656	1365.900741
657	1365.314923
658	1364.860421
659	1364.330025
660	1363.620528
661	1363.046886
662	1362.647299
663	1362.183805
664	1361.624202
665	1361.206988
666	1360.48756
667	1359.750712
668	1359.314479
669	1358.85471
670	1357.750571
671	1357.311319
672	1356.859134
673	1356.261551
674	1355.889167
675	1355.401078
676	1355.05745
677	1354.254483
678	1353.532742
679	1352.773079
680	1352.357563
681	1351.717739
682	1351.392924
683	1350.991585
684	1350.624961
685	1350.303563
686	1349.594652
687	1349.202344
688	1348.731369
689	1348.110086
690	1347.633563
691	1347.167894
692	1346.543964
693	1345.989017
694	1345.375905
695	1344.934887
696	1344.620482
697	1344.276973
698	1343.777839
699	1343.285658
700	1342.748453
701	1342.427518
702	1342.022433
703	1341.418894
704	1340.52688
705	1340.092216
706	1339.471983
707	1339.034045
708	1338.552085
709	1338.107614
710	1337.805337
711	1337.417118
712	1337.032957
713	1336.789711
714	1336.22904
715	1335.812609
716	1335.476664
717	1334.834627
718	1334.481698
719	1334.080844
720	1333.443447
721	1332.955783
722	1332.335758
723	1331.895881
724	1331.628199
725	1330.980832
726	1330.404783
727	1330.070891
728	1329.335073
729	1328.48516
730	1327.819591
731	1327.457782
732	1326.917357
733	1326.416256
734	1325.983899
735	1325.287818
736	1324.842726
737	1324.442863
738	1323.814859
739	1323.415959
740	1322.833448
741	1322.320115
742	1321.846871
743	1321.509191
744	1321.041913
745	1320.611243
746	1320.136092
747	1319.727543
748	1319.379854
749	1318.979854
750	1318.711786
751	1318.014842
752	1317.600631
753	1316.791973
754	1316.230031
755	1315.511909
756	1315.011682
757	1314.539365
758	1313.824485
759	1313.510713
760	1313.101176
761	1312.583094
762	1312.131868
763	1311.662192
764	1311.081149
765	1310.474828
766	1309.73678
767	1309.088977
768	1308.448061
769	1308.142337
770	1307.598952
771	1307.066255
772	1306.435534
773	1306.244192
774	1305.781004
775	1305.11413
776	1304.474592
777	1304.007656
778	1303.583892
779	1303.176032
780	1302.765928
781	1302.238998
782	1301.848653
783	1301.633803
784	1301.25976
785	1300.762478
786	1300.230378
787	1299.690491
788	1298.863024
789	1298.473625
790	1298.065193
791	1297.692797
792	1297.218835
793	1296.654392
794	1296.042822
795	1295.543888
796	1294.851333
797	1294.524589
798	1293.943783
799	1293.267561
800	1292.685841
801	1292.001851
802	1291.701852
803	1291.3411
804	1290.857276
805	1290.438801
806	1289.898568
807	1289.422792
808	1289.058913
809	1288.644747
810	1288.355956
811	1287.904595
812	1287.317147
813	1287.05474
814	1286.61787
815	1286.345909
816	1285.933538
817	1285.653854
818	1285.216798
819	1284.893407
820	1284.180495
821	1283.925245
822	1283.348492
823	1283.022941
824	1282.602571
825	1282.152145
826	1281.655747
827	1281.225954
828	1280.770765
829	1280.184485
830	1279.711761
831	1279.097482
832	1278.766338
833	1278.523167
834	1278.035063
835	1277.441696
836	1277.083655
837	1276.410338
838	1276.164409
839	1275.822774
840	1275.636625
841	1275.198193
842	1274.759768
843	1274.229212
844	1273.72849
845	1273.323683
846	1272.846363
847	1272.564157
848	1271.839924
849	1271.227513
850	1270.740669
851	1270.537545
852	1270.256723
853	1269.661689
854	1269.109289
855	1268.607852
856	1268.144369
857	1267.597179
858	1267.310309
859	1266.764967
860	1266.385158
861	1266.0741
862	1265.571573
863	1265.192674
864	1264.68443
865	1264.151916
866	1263.403454
867	1262.838594
868	1262.41672
869	1262.080734
870	1261.659398
871	1261.344773
872	1260.982733
873	1260.401133
874	1259.705151
875	1259.205086
876	1258.879333
877	1258.450034
878	1257.990341
879	1257.509979
880	1257.025033
881	1256.315603
882	1255.656541
883	1255.296959
884	1254.699847
885	1254.209908
886	1253.908946
887	1253.544349
888	1252.765905
889	1252.369624
890	1251.78259
891	1251.476868
892	1251.12425
893	1250.682838
894	1250.222027
895	1249.709993
896	1249.082301
897	1248.496732
898	1247.850893
899	1247.412679
900	1246.874005
901	1246.618999
902	1246.251439
903	1245.92315
904	1245.602009
905	1245.199276
906	1244.807019
907	1244.428947
908	1244.092572
909	1243.673425
910	1243.325142
911	1242.906177
912	1242.603977
913	1242.171034
914	1241.934907
915	1241.317901
916	1240.839767
917	1240.546848
918	1240.285677
919	1239.776864
920	1239.465473
921	1239.096589
922	1238.843215
923	1238.443538
924	1237.890535
925	1237.602864
926	1237.189037
927	1236.935887
928	1236.492493
929	1236.018262
930	1235.607792
931	1235.3433
932	1234.977691
933	1234.716558
934	1234.161485
935	1233.853568
936	1233.256376
937	1233.079175
938	1232.593644
939	1232.165179
940	1231.847213
941	1231.440905
942	1231.096237
943	1230.730577
944	1230.100092
945	1229.474159
946	1229.080641
947	1228.7329
948	1228.388314
949	1227.963673
950	1227.554236
951	1227.300864
952	1226.942969
953	1226.577637
954	1226.112093
955	1225.66796
956	1225.255523
957	1224.910736
958	1224.526283
959	1224.178807
960	1223.798117
961	1223.499388
962	1223.257049
963	1222.736949
964	1222.379279
965	1221.925633
966	1221.478715
967	1221.105961
968	1220.871229
969	1220.606553
970	1220.382056
971	1220.058447
972	1219.626321
973	1219.161204
974	1218.592353
975	1218.031227
976	1217.469702
977	1216.895501
978	1216.646362
979	1216.30584
980	1215.96108
981	1215.656113
982	1215.159362
983	1214.647107
984	1214.329132
985	1213.903271
986	1213.462401
987	1213.249122
988	1212.858995
989	1212.383946
990	1212.173579
991	1211.627498
992	1211.348165
993	1210.98608
994	1210.683377
995	1210.277529
996	1209.933427
997	1209.520902
998	1209.279308
999	1208.858769
